Product Names,Product URLs,Product Prices,Product Rating,No. Of Review,Description,ASIN,Manufacturer
"for Women, Duffle",https://www.amazon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_142?keywords=bags&qid=1690393328&sr=8-142,2499.0,4.1,338.0,"The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, This makes this product a suitable alternative to bulky and unsightly backpacks, The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease    Utility - Black color backpack for men for stylish office use as well as for trendy college and school students. Huge compartment size that can fit up to a 15.6 inch laptop with ease, Multiple pockets for other accessories and water bottle. Padded Handle provided on top of the bag as well as padded shoulder straps provided to ensure comfort and ease while carrying this backpack.    Make - Made of extremely light weight fabric but do not let that fool you as it is one of the most durable fabrics and can easily take all the weight you stuff inside this bag comfortably.    Capacity: 25 liters; Weight: 440 grams; Dimensions: 30 cms x 19 cms x 42 cms (LxWxH)    Warranty: 10 Days No Questions asked Return Policy. 1 Year Manufacturer Warranty Against Manufacturing Defects.",B07MXM5M99,Fur Jaden
"for Women Luggage, Foldable Vanity Traveling",https://www.amazon.in/SFANE-Polyester-Shoulder-Separate-Compartment/dp/B08KG7J7L5/ref=sr_1_143?keywords=bags&qid=1690393328&sr=8-143,990.0,4.1,1232.0,"Premium Durable Material - Travel duffel bag is made of high quality,durable material.    Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.    Adjustable Shoulder straps - Comfortable and adjustable shoulder strap    Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!",B08KG7J7L5,Sfane
", Waterproof Hand",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_144?keywords=bags&qid=1690393328&sr=8-144,1279.0,3.9,988.0,"Premium Durable Material - This bag is made of high quality,durable material.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.",B07GCR84D9,No
"for Ladies Personal Items (Sakura Pink,41 x 22 x 26 CM cm)",https://www.amazon.in/Adjustable-Compartment-Lightweight-Water-Resistant-Travel-Friendly/dp/B0C3RDFPVN/ref=sr_1_145?keywords=bags&qid=1690393328&sr=8-145,979.0,4.2,8039.0,"Get convenience and style with this laptop messenger bag from Amazon Basics.    PADDED LAPTOP COMPARTMENT: It comes with a padded pocket suitable for a 15.6"" laptop.    STORAGE POCKETS: Besides, it contains one inner pocket and two zipper pockets in the front and the back. These help you organise and store your phone, tablet, keys, passport, power bank, wallet, and other useful items.    LIGHTWEIGHT: This bag is lightweight and stylish, making it apt to carry to school, work, business trips, and more.    DURABLE AND WATER-RESISTANT: Made from long-lasting, water-resistant nylon, this messenger bag protects your belongings against accidental scratches, drops, shocks, and spills. The metal zippers add to its sturdiness and reliability.    CONVENIENT: This bag comes with an adjustable strap with shoulder pads for added comfort. You may even remove the strap and carry it as a handbag. It attaches easily to trolleys or luggage handles, making it the perfect on-the-go laptop case.    WIDE COMPATIBILITY: This Amazon Basics bag is compatible with 15"" laptops, and is perfect for everyday use.    COLOUR: Black and grey    
 See more product details",,
uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable,https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_146?keywords=bags&qid=1690393328&sr=8-146,1833.0,4.1,162.0,"Warranty type: Manufacturer, 1 year domestic warranty<br> <br>    Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Age Range Description: Adult; Closure Type: Zipper Snap; Pattern Name: Solid; Warranty Description: 1. Year Manufacturer Warranty; Strap Type: Chain; Compartment Description: Greater Than 17 Inches <br>    
 See more product details",,
"with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BRJRVH6D/ref=sr_1_147?keywords=bags&qid=1690393328&sr=8-147,699.0,4.3,114.0,"Durability & Design: 45L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with1 Mesh Side Bottle Pocket and Phone Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.    FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 18 inches),    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 20 inch X 14 inch X 8 inch.",B0BRJRVH6D,Martucci
uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D24G29/ref=sr_1_148?keywords=bags&qid=1690393328&sr=8-148,387.0,4.1,19.0,"Care Instructions: Hand Wash Only    The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.    MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex    LAPTOP BACKPACK SPECIFICATIONS - Men's NEO Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.    NEO padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.    The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.    The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.",B0C2D24G29,‎Tabelito Trade India
"with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTA3MDAyMjg5NjA0MDI6MTY5MDM5MzMyODpzcF9idGY6MjAxNjI1NDM3MDcwOTg6OjA6Og&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dbags%26qid%3D1690393328%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,265.0,3.8,33.0,,,
Half Moon 30L Waterproof 15.6 inch Laptop Office School College,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTA3MDAyMjg5NjA0MDI6MTY5MDM5MzMyODpzcF9idGY6MjAwOTc2MTIyMzE2OTg6OjA6Og&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dbags%26qid%3D1690393328%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,649.0,4.0,70.0,,,
Backpack for Men Women Boys & Girls,https://aax-eu.amazon.in/x/c/RMaju7ERQah-xaxUjWGjo50AAAGJk0s8agMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCn5GXA/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=4e8c7b41-d268-4d44-97f2-684f7d178688&pd_rd_w=X8oaF&pd_rd_wg=0fiSx&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=JD60SJC9V3M5R96Q2V65&qid=1690393328&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-129-06195d41-65bd-48f4-8e70-03d97b6094ec,899.0,4.1,93.0,"Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    Padded anti-theft laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Pocket under flap and 2 mesh pocket inside main compartment with a bottle holder on the side    Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",B0BR179L65,Acefour Accessories Pvt. Ltd.
DZert Kids School,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfYXRmX25leHQ6MjAxMzQwNDc5MTM1OTg6OjA6Og&url=%2FSkating-Resistant-College-Backpack-Computer%2Fdp%2FB09791YC3D%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,915.0,4.3,7.0,"About this item    ★ Convenient & Safe: A Skating, inline, roller skates & casual, travel backpack is easier to carry anywhere. A customized padded fitting shoulder strap is more comfortable and relieves your shoulder. You can carry long period of time easily.    ★ Lightweight Backpack: Better padding nylon material is used to give maximum back support. Comfortable and proper ventilation in back side feels and relax your muscles. Adjustable and breathable shoulder straps relieve the stress of shoulders.    ★ Solid & Durable: This backpack is durable & water resistant with metal zippers. Secure & long usage and you can carry skating accessories daily or weekdays. Also look like professional backpack, easily to carry in school/college where you can easily stores books & other accessories. It is convenient for boys, girls, teens, adults, men’s or women’s.    ★ Multiple Pockets Available: Separate pocket is available for multipurpose fit 15.4 inches you can adjust lower dimension as well. One main pocket is also available for books/magazines/clothes/school/travel accessories. Mesh pocket at side easily to carry sipper or water bottles. Front Pocket is specially meant for store key, pen, pencil, cell phone.    ★ For Gift Purpose: You can also buy it for gifting purpose as well. You can give gift to your kids. 1 Bag please choose your bag accordingly.",,
Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,967.0,4.5,713.0,,,
"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_147?keywords=bags&qid=1690393329&sr=8-147,889.0,4.3,1232.0,"HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk    DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA    SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage    SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage    Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees    
 See more product details",,
Bennett Casual Laptop,https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_148?keywords=bags&qid=1690393329&sr=8-148,915.0,3.9,711.0,"Premium Durable Material - This bag is made of high quality,durable material.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.",B07GCR84D9,No
School,https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_149?keywords=bags&qid=1690393329&sr=8-149,445.0,4.0,4.0,"PRODUCT SIZE AND DIMENSION:- (L.W.H.) 7.5 x 3 x 10 Inches or 19 x 8 x 25 cm. Shoulder Strap size:- 55 inches or 140 cm. Colour-Navy Blue. Weekender Sling Bag is perfect to impress everyone with its excellent quality and unique design.    DURABLE & WATER RESISTANCE:- This messenger bag has a big capacity interior space with 2 zipper pockets, which can store daily items such as mobile phones/cash/power banks/bank cards/cosmetics/coins, but it is small & easy to carry. 1 pocket inside Velcro pull head closure can store your power bank, external hard disk drive, mobile phone, ipod, tablet of up to 9 inches. 1 back anti-theft packet durable & heavy duty, ensuring that your gadgets & valuables are safely stored & water resistance.    OCCASION OF USE:- This compact bag can not only be used as a short trip/shopping/dating/walking but also as the best gift for your relatives/mothers/girlfriends/wife/girlfriends. This sling bag is designed to compliment men & women gives it a suitable and trendy look.    PLENTY ROOM FOR ORGANIZING:- This bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices.    ADJUSTABLE STRAP:- The sling strap (Size 55 inches or 140 cm) is adjustable so it can be carried as a standalone sling bag or can be used as a pouch to be placed inside a Backpack, Luggage, Handbag. The polyester material are easy to wipe off clean using a cloth. Easy to maintain cross body bag which is water resistance, spacious, strong and can hold many small gadgets without pressuring on your shoulders. You can adjust the strap size according to your body height and comfort.    MADE IN INDIA:- The inner lining is made up of water resistance fabric. Suitable for your office, college, outdoor travels, university, meeting & business for everyday use. Consisting of premium quality stitching & high grade zippers, this sling ensures long lasting durability & strength. The heavy padding will serve as a cushion for your iPad, laptop, or other accessories, shielding them from possible scrapes & scratches. This bag is durable & heavy duty, ensuring that your gadgets stored.    COMPANION:- It’s an ideal companion for a comfortable all day carry to school and college, malls, morning walk, evening walk, hiking, mountain trekking, cycling, running, office and meetings. It can also be easily used as travel accessory for a train or bus journey. Wear it on your shoulder or across your body for added protection against pickpockets & purse snatchers. Do not wash it with alkaline detergent.    
   PERFECT GIFT:- It must be the ideal gift for Birthday, Thanksgiving, Anniversary. STORE MULTIPLE GADGETS IN A SINGLE PLACE:- The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 9”. ADDITIONAL FEATURES:- To keep their belongings safe. This bag comes with a Velcro head for safe closure. It is an everyday bag that can be used to keep Phone, Sunglasses, Airpods/ Earphones, Keys etc inside.   Show More",B0993Q72WD,Wooum
"for Boys Girls 15.6-inch, 25 LTR Office & College",https://www.amazon.in/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B/ref=sr_1_150?keywords=bags&qid=1690393329&sr=8-150,398.0,3.0,82.0,"SIDE NET POCKET: This 30-litre MuscleBlaze Gym Duffle Bag has a breathable side net pocket that is great for keeping your gym shaker, water bottle, mask, or sweaty gym clothes.    SECURE OUTSIDE POCKET: This MuscleBlaze Gym Duffle Bag has a secure outside pocket that has a sturdy and reliable zipper to keep your valuables like wallet, mobile, etc. safe as well as be easily accessible for you.    STURDY MAIN ZIPPER: This duffle bag for travel has a secure and sturdy main zipper which provides easy access to the main compartment that is spacious enough for sports equipment, gear, clothes, and shoes.    WATER-RESISTANT FABRIC: MuscleBlaze Duffle Bag for gym is made of high-quality fabric that is not only tough and lightweight but also water-resistant. It keeps your valuables safe even in light rain.    LONG-LASTING SILICON BADGE: MuscleBlaze Gym Duffle Bag has a long-lasting MB silicon badge instead of print.",B0C8BBNB8B,Bright Lifecare Pvt. Ltd.
for Mens Water Repellent Backpack for Men & Women (GREY),https://www.amazon.in/Baggit-GG-Womens-Laptop-Bag/dp/B0BWRYTLHV/ref=sr_1_151?keywords=bags&qid=1690393329&sr=8-151,339.0,2.0,349.0,"Closure: Zipper    The laptop bag has a special compartment that is slightly larger than the laptop, and designed to protect the device from bumps, scratches, water and dust in everyday use.    Dark Grey exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material.    Dimension :- Length : 40.64 cm x Width : 12.7 cm x Height : 30.48 cm    Made in India | 6 Months warranty | Leading fashion laptop bag brand since 30 years.    The elegant women's laptop bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",B0BWRYTLHV,Baggit India Pvt Ltd
EXOTIC Latest Cross Body Sling,https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_152?keywords=bags&qid=1690393329&sr=8-152,328.0,1.0,2.0,"Care Instructions: Hand Wash Only    The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.    MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex    LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.    NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.    The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.    The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.",B0C2D3YR7T,‎Tabelito Trade India
for Girls/Women,https://www.amazon.in/Impulse-rucksack-60-backpack-trekking/dp/B09TDL9FJ8/ref=sr_1_153?keywords=bags&qid=1690393329&sr=8-153,249.0,3.4,71.0,"The hiking traveling bag is 60 litres, which means it has large space thrice normal requirement of a backpack. This backpack bag comes with a convenient LAPTOP SLEEVE inside the main compartment. And has a powerful suspension system that can transport more items. The rain cover is made of polyester material, which can prevent water from immersing in the bag<br> <br>    This Hiking bag has Widened and Thickened S-shaped shoulder pad conforms to the ergonomic design, which can minimize the shoulder pressure; the rich sponge padding has high elasticity, which greatly improves the shock resistance of the backpack during hiking, The breathable back support ensures a good air circulation; the chest strap and safety belt can be adjusted according to needs to ensure the comfort.<br> <br>    Travel bags for men and women which is quite a big bag with a spacious main compartment and many large-capacity pouches. Rucksack bags 60 litres you can store tents, mats, sleeping bags, trekking poles, clothes, hiking shoes, umbrellas and cooking utensils and accessories. The backpack's internal mesh pocket compartment is easier to store and combine. Rain cover is stored in the bottom pocket.<br> <br>    It is ideal for hiking, trekking, skiing, traveling, camping and other outdoor activities. The internal layout of the backpack is clear , More convenient for classification. Suitable for men and women of all ages.; Impulse tracking bag waterproof bagpack for travelling comes with one year warranty. If you have the idea of short-term mountaineering or outing, this tour bag can satisfy you to load everything,<br>;Pattern Name: Solid <br>    Strap Type: Shoulder Strap; Style Name: Casual; Special Features: Laptop Compartment; Color Name: Black; Age Range Description: Adult<br> <br>",B09TDL9FJ8,
Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business,https://www.amazon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_154?keywords=bags&qid=1690393329&sr=8-154,799.0,4.4,57.0,Colour- Black; Material- Polyester    Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper    Strap Type: Adjustable; Compartment Description: Up To 16 Inches; Water Resistance Level: Water Resistant    Strap Type: Shoulder Strap; Age Range Description: Adult,B0BW95MXRJ,
", Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfbXRmOjIwMTE3MDM1NzUyNzk4OjowOjo&url=%2FBUSINESS-ANTI-THEFT-OFFICE-LAPTOP-BACKPACK%2Fdp%2FB0B466YD7L%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3190.0,4.3,1882.0,Care Instructions: Wipe with Dry Cloth    Ergonomic Shape : Water Resistant Fabric : Optimized Back Panel with Premium Cushioning with Airflow Mechanism : Padded Base with Studs for Balance : Heavy Duty Zippers & Pullers    Padded 360 Laptop Sleeve with Velcro Fastener : Fits Laptop up to 15.6 inch : Anti-Theft Pocket with Trolley Sleeve : Internal Organizer with Zipper    2 Wide Access Compartments : Front Pocket with Zipper : Bottle Pocket : Quick Access Stash Pocket    1 Year Warranty,,
LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfbXRmOjIwMTE3MDM1NzUzMzk4OjowOjo&url=%2FGear-Vintage2-Leather-Backpack-Women-Brown%2Fdp%2FB0B49LDHCT%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1200.0,3.9,8978.0,,,
/School,https://www.amazon.in/Lavie-Sara-Front-Sling-Medium/dp/B08JDK6VT1/ref=sr_1_157?keywords=bags&qid=1690393329&sr=8-157,799.0,4.1,425.0,"These small zip bags are a stylish carry for ladies who like to take their trend game a notch higher. It is versatile, light weight, spacious and available in trendy colors. This sling bag is made from man-made leather & has little gold detail that adds uniqueness to the bag. It has a well-stitched inner lining for easy accessibility and storage. These bags are available in rich pebble & saffiano texture.    Dimension : 21 cm in length X 6 cm in width X 18 cm in height    The slings have a top zip closure for safety and comfort. It has a flat bottom to keep your stuff intact. The interior has 1 main compartment, 1 slip pocket alongside 1 zip pocket, providing options for multiple storage for phone, portable charger, keys, hairbrush, wallet, sunglasses etc.    This sling is perfect for women to carry for an office conference, a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious yet sturdy bag makes for a perfect gift for all your occasions    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.",B08JDK6VT1,Bagzone Lifestyle Pvt Ltd
/College,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T/ref=sr_1_158?keywords=bags&qid=1690393329&sr=8-158,329.0,4.1,2378.0,"Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo    NOT INCLUDED : Raincover, Headphones & Cable (Images only for display)    Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)    Compartments : 2 with full padding; Front Easy Access Pocket    Dimensions : LxWxH- 12 x 7 x 18 inches",B07G3F1G7T,ADISA
/Business,https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_159?keywords=bags&qid=1690393329&sr=8-159,521.0,4.1,2712.0,"About this item    Dimension : External 26'' x 20'' x 15'' Cms. Internal Dimension 25"" x19 "" x 15 "" Fits 1 camera +1 spare lens + mobile phone + filter + SD card.    Multiple Accessory Pockets : to organize and keep memory cards, cables, lens caps, extra batteries, or other small accessories.    Detachable shoulder strap : adjustable and can also be worn cross-body. Made from durable fabric material, outfitted with a padded carry handle.    Fully Padded camera compartment : is with shock absorbent padding to protect your cameras and accessories.",B0BRJLWQ6R,Dyazo
/Unisex Travel Backpack,https://www.amazon.in/London-Stylish-Passport-Adjustable-246_Black/dp/B07ZFT873B/ref=sr_1_160?keywords=bags&qid=1690393329&sr=8-160,2499.0,4.2,432.0,"Ideal for Men & Women.Height - 5.9 inches, Length - 16 inches and Depth - 1.9 inch.    2 zipper pockets at front & 1 zipper pocket at back.    Made in Genuine Leather. To be worn around the waist.Comes with an adjustable strap.    Suitable for travelling.Best for carrying valuables like cards, keys, earphones, power bank, coins, pen, Money,Passport,card holders etc.    Perfect for Travel,Hiking,Trekking and other adventure activities.Disclaimer : Product color may slightly vary due to photographic lighting sources or your monitor settings. Safety Instructions : Keep away from pointed objects and extreme heat.",B07ZFT873B,No
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_161?keywords=bags&qid=1690393329&sr=8-161,445.0,4.4,10305.0,"Outer material: synthetic, color: black; Waterproof    Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Special Features: Back Padding; Closure Type: Zipper; Age Range Description: Adult; Pocket Description: Utility Pocket    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",,
uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable,https://www.amazon.in/Glowic-Hopping-Shoulder-Handbags-WBAG-34/dp/B09HHNZ47K/ref=sr_1_162?keywords=bags&qid=1690393329&sr=8-162,742.0,4.3,1338.0,"Closure: Zipper    ZIPPER TOTE BAG WITH INNER POCKET: This premium canvas bag with zipper & an inner pocket is designed to help you organize your everyday stuff - as a shopping bag, college bag or work bag.    SPACIOUS AND STURDY: Measuring 11.4 X 4.3 X 12.6 Inches, This Ladies Tote Handbag Is Made Of Cotton Canvas Fabric. There Is One Large    CUTE & QUIRKY PRINTS: Our premium cotton tote bags for women come in prints of cute animals like panda, penguins, porcupines and anti-plastic messaging that make for perfect eco friendly gifts",B09HHNZ47K,N HUB
