Product Names,Product URLs,Product Prices,Product Rating,No. Of Review,Description,ASIN,Manufacturer
Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop,https://www.amazon.in/Amazon-Brand-Solimo-Polyester-Backpack/dp/B0B46XH98S/ref=sxin_25_trfobq2av2_7_B0B46XH98S?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B46XH98S&pd_rd_r=134c25f5-8582-4ee1-9f79-ad75ecaf075c&pd_rd_w=BGC1N&pd_rd_wg=St6ID&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=QD2NGDABHNBVZE63W2Q6&qid=1690393317&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,298.0,4.4,133.0,"Zippered inside pockets which can be used to keep sunglasses, keys and essentials    Adjustable shoulder straps with buckles    Light weight cotton webbing in shoulder straps provides carrying comfort    Durable and sturdy nylon coil zippers    Vinyl puller loops on zippers provides smooth operation    Polyester lining on backpack ensures it can be spot cleaned easily    Capacity: 8 litres    Material: Canvas; Colour: Pink",B0B46XH98S,SAAV INC
"for Men/Backpack for Men, Navy Blue | Office",https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_13?keywords=bags&qid=1690393317&sr=8-13,619.0,4.4,5934.0,"Outer Material: Polyester, Color: Black    Water Resistance: Water resistant    Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,    Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks",B075MK4TXP,Gear Merchandise PVT LTD
for Men/Office,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_14?keywords=bags&qid=1690393317&sr=8-14,689.0,3.6,164.0,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.    Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.    Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.    Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.    FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc",B0C23Z9W18,Half_Moon
for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_15?keywords=bags&qid=1690393317&sr=8-15,298.0,4.0,489.0,"Care Instructions: Machine Wash    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QQZYN,SHABA BAGS
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_16?keywords=bags&qid=1690393317&sr=8-16,299.0,3.9,3259.0,"Care Instructions: Hand Wash Only    This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.    Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.    Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.    Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.    FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",B0BJ32LQ6X,Amazing Bags
/Backpack for Men/Women (Brown),https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_17?keywords=bags&qid=1690393317&sr=8-17,1125.0,4.0,1459.0,"Care Instructions: Hand Wash Only    ?LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.<br>    ?DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.<br>    ?MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.<br>    ?SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.;Age Range Description: Adult; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Classic<br>    ?BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.<br>",B09QL66G55,WildHorn
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_18?keywords=bags&qid=1690393317&sr=8-18,649.0,3.7,6861.0,"Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.    Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)    Number of compartments: 1; Compatible Laptop Size : 15.4    Warranty Type: Manufacturer; 1 Year from the date of purchase    Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper",B019HA8AYG,No
TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_19?keywords=bags&qid=1690393317&sr=8-19,630.0,3.8,266.0,Material: Water Resistant Strong Polyester    Compartments: 2 with padding    Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 11 x 6 x 18 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPVLXD53,ADISA
/Office,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_20?keywords=bags&qid=1690393317&sr=8-20,849.0,4.4,3756.0,"Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort    Smooth zippers that never jam or break    Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use    Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials    The padded shoulder straps, handle, and back panel provides protection and all-day comfort.    
 See more product details",,
/college,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTc4MjQ1MTQxMjMxODYyOjE2OTAzOTMzMTg6c3BfYnRmOjIwMTYyNTQzNzA3MDk4OjowOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1690393317%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,599.0,4.5,19.0,,,
/travel,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTc4MjQ1MTQxMjMxODYyOjE2OTAzOTMzMTg6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1690393317%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,229.0,4.3,33.0,,,
with anti -theft back pocket (LEGEND),https://aax-eu.amazon.in/x/c/ROdnrQNIoNNlkVR2WdR8z7AAAAGJk0sStAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICC00RwE/https://www.amazon.in/JD-Expandable-Waterproof-Sakura-Pink/dp/B0BRNP6M1D/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0%3Aamzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BRNP6M1D&pd_rd_r=a91016d5-e5aa-4dd3-9af8-0cae95a3c8c6&pd_rd_w=RXEw7&pd_rd_wg=c1Ba3&pf_rd_p=71f3e964-c052-406d-85d3-3536a795e6d0&pf_rd_r=QD2NGDABHNBVZE63W2Q6&qid=1690393317&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,699.0,3.9,178.0,"Made up of long lasting durable water resistant & Waterproof Nylon Material. It is good to use as small Travel bags for women and ladies.    NORMAL DIMENSION:41 x 22 x 26 CM    ZIP CLOSURE - This travel duffel Bag comes with 2 inside small pocket + 1 Main pocket + 1 small Dry wet pocket + 1 Front Small Zipper Pocket. It is mostly suitavble for carry cosmetics and other essensial items with different pockets.    EASY TO CARRY - Handbag you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient.    WIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase.",B0BRNP6M1D,M/s JD Fresh
EUME Tourismo 36L Laptop Backpack,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDA2NjA0NzAxMTI2MDAyOjE2OTAzOTMzMTk6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dbags%26qid%3D1690393319%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,839.0,4.0,7.0,,,
with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDA2NjA0NzAxMTI2MDAyOjE2OTAzOTMzMTk6c3BfYXRmX25leHQ6MjAxMzQwNDc5MTM1OTg6OjA6Og&url=%2FSkating-Resistant-College-Backpack-Computer%2Fdp%2FB09791YC3D%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dbags%26qid%3D1690393319%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,3190.0,3.0,93.0,,,
"SUPERBAK Epic 30 Ltrs Anti-Theft Laptop Backpack (Black-Orange), One Size (LBPEPIC000109)",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_19?keywords=bags&qid=1690393319&sr=8-19,1200.0,2.0,535.0,"Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket",B0BTD4FK9G,EXPERTS
Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_20?keywords=bags&qid=1690393319&sr=8-20,799.0,1.0,1034.0,Material: Water Resistant Light-Weight Polyester<br>    Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>    Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>    Closure Type: Zipper<br>,B09TPX22NF,ADISA
Half Moon Aztec 37L School,https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_21?keywords=bags&qid=1690393319&sr=8-21,387.0,4.4,7654.0,"Premium Durable Material - Travel duffel bag is made of high quality,durable material.    Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.    Adjustable Shoulder straps - Comfortable and adjustable shoulder strap    Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!",B07XXFB9CZ,No
Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop,https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_22?keywords=bags&qid=1690393319&sr=8-22,437.0,3.4,2996.0,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.    FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access    MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella    COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps; WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects    Age Range Description: Adult; Closure Type: Zipper",B09B26VHXV,Safari Industries
for Men/Backpack for Men | Spacious & Multiple Pockets,https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_23?keywords=bags&qid=1690393319&sr=8-23,387.0,4.2,3409.0,Care Instructions: Hand Wash Only    Compartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller,B08L6Q9V1H,Arctic Fox
NORTH ZONE Casual Waterproof Laptop Backpack/Office,https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_24?keywords=bags&qid=1690393319&sr=8-24,2499.0,3.9,9043.0,"Care Instructions: Wipe with Damp Cloth    PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 32 Cm x 22 Cm x 45 Cm, 2 full size compartments, 1 front zipper & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 590 grams.    CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric and faux leather for a lightweight and durable finish. Our polestar Vintage backpack is a blend of style and utility. A classic design with opulent detailing and vegan leather material adds to your style and keeps your belongings safe.    COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.    BENEFITS: 2 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, two side water bottle pockets help keep your goods dry and body hydrated.    VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one VINTAGE BACKPACK by Polestar.",B081GSQ9D9,No
/School,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_25?keywords=bags&qid=1690393319&sr=8-25,521.0,4.3,128.0,"Care Instructions: Hand Wash Only    COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g    HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use    CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3TVDK6,Northzone
/College,https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_26?keywords=bags&qid=1690393319&sr=8-26,1399.0,3.8,16985.0,"Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)",B01F7AX9ZA,No
/Business,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDA2NjA0NzAxMTI2MDAyOjE2OTAzOTMzMTk6c3BfbXRmOjIwMTE3MDM1NzUyNzk4OjowOjo&url=%2FBUSINESS-ANTI-THEFT-OFFICE-LAPTOP-BACKPACK%2Fdp%2FB0B466YD7L%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dbags%26qid%3D1690393319%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,549.0,4.3,71.0,,,
/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDA2NjA0NzAxMTI2MDAyOjE2OTAzOTMzMTk6c3BfbXRmOjMwMDAwNjc4MTQ4MzAzMjo6MDo6&url=%2FWALKENT-Expandable-Laptop-Straps-Macho%2Fdp%2FB0C7KPGR2Y%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dbags%26qid%3D1690393319%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,387.0,3.9,977.0,,,
Half Moon Large 37L Laptop,https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_29?keywords=bags&qid=1690393319&sr=8-29,799.0,4.0,936.0,"Care Instructions: Hand Wash Only    100% Polyester, High Quality, Durable and Water Resistant Fabric    2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight",B09B25Z8M2,Safari Industries
Backpack for menं Women Boys and Girls Luggage Travel,https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_30?keywords=bags&qid=1690393319&sr=8-30,229.0,4.4,9497.0,"A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.    Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.    The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back.    The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable.    Highly Durable and Water Resistant fabric have been used in this school bag for boys",B08WQ668WJ,Atulitu Agency
